candidate,seed,mode,norm_t32,survival_t16,survival_t32,effective_rank_t32,cycle_period
candidate-7,202,autonomous,0.3803070575089508,0.6178691665245456,0.38428663613127884,3.9999659950169493,
candidate-7,202,driven,0.3776842798597413,0.6178456007659459,0.38424822246389895,3.9999660464365903,
candidate-7,303,autonomous,0.48075176550685844,0.5915877406498321,0.35316954289294583,3.9999674295930805,
candidate-7,303,driven,0.48054351952013163,0.5907095711518598,0.35224482286767006,3.9999673411720966,
candidate-8,101,autonomous,0.44617960683378827,0.6261586190048579,0.4078729491314743,3.9999879367201223,
candidate-8,101,driven,0.41352619787419403,0.6310844576162797,0.41450534049540533,3.9999867929027473,
candidate-8,202,autonomous,0.3803070575089508,0.6178691665245456,0.38428663613127884,3.9999659950169493,
candidate-8,202,driven,0.3762355443755438,0.6178203282456429,0.3842075174355229,3.9999661256885575,
candidate-8,303,autonomous,0.48075176550685844,0.5915877406498321,0.35316954289294583,3.9999674295930805,
candidate-8,303,driven,0.48187049195794857,0.5901684140969795,0.3516349968362396,3.9999677949768047,
candidate-9,101,autonomous,0.521472452319457,0.6441634456876588,0.4508618197133297,3.9999672635182018,
candidate-9,101,driven,0.5054345694671827,0.6456959781514832,0.4536864704396865,3.9999664699303388,
candidate-9,202,autonomous,0.3826840228448796,0.6211422433690228,0.3917310963077195,3.9999363067626033,
candidate-9,202,driven,0.3815012636922515,0.6211356910913257,0.391719984636802,3.999936314563131,
candidate-9,303,autonomous,0.5667249744192189,0.5809614457214528,0.34900205760939457,3.9999129351929765,
candidate-9,303,driven,0.5651294460471898,0.5806879038802258,0.34876057433288155,3.9999124622015536,
candidate-10,101,autonomous,0.521472452319457,0.6441634456876588,0.4508618197133297,3.9999672635182018,
candidate-10,101,driven,0.47672457850730926,0.6482496202100857,0.45792894185375843,3.999965356490633,
candidate-10,202,autonomous,0.3826840228448796,0.6211422433690228,0.3917310963077195,3.9999363067626033,
candidate-10,202,driven,0.37953445732831703,0.621117012842783,0.39168829822444917,3.999936360231233,
candidate-10,303,autonomous,0.5667249744192189,0.5809614457214528,0.34900205760939457,3.9999129351929765,
candidate-10,303,driven,0.5642213012718311,0.5801464413339691,0.34824468942600445,3.999911993648535,
candidate-11,101,autonomous,0.521472452319457,0.6441634456876588,0.4508618197133297,3.9999672635182018,
candidate-11,101,driven,0.4550580873618392,0.6498799321418318,0.45978522090110086,3.9999648950541,
candidate-11,202,autonomous,0.3826840228448796,0.6211422433690228,0.3917310963077195,3.9999363067626033,
candidate-11,202,driven,0.3781065401817318,0.6210909465934473,0.39164406709605476,3.999936445788145,
candidate-11,303,autonomous,0.5667249744192189,0.5809614457214528,0.34900205760939457,3.9999129351929765,
candidate-11,303,driven,0.5662533834816321,0.5796166988997238,0.34768946072271867,3.99991217356232,
candidate-12,101,autonomous,0.5073313532594529,0.6384350937851259,0.4420675121973177,3.9999699311768167,
candidate-12,101,driven,0.4941820551785379,0.6408356176992226,0.44665314532902933,3.999968566208212,
candidate-12,202,autonomous,0.3826532328304687,0.621194549707625,0.39175631414152595,3.99993634604999,
candidate-12,202,driven,0.38147054268203406,0.6211814247323462,0.39173412235974525,3.9999363616208323,
candidate-12,303,autonomous,0.5592882101650045,0.5836713791948379,0.34950692933068483,3.9999185263273382,
candidate-12,303,driven,0.5579462128621205,0.5831863291048248,0.3490483308123092,3.99991767214172,
candidate-13,101,autonomous,0.5073313532594529,0.6384350937851259,0.4420675121973177,3.9999699311768167,
